firstname,lastname,email,is_customer,last_purchase_date,unique_id
RmaTbRQfstP,yXjkUzuJoQC,RmaTbRQfstPyXjkUzuJoQC@gmail.com,0,12-17-2020,"create a hash combining firstname, lastname, email"
IMppudtiDjw,YARdszzxbSD,IMppudtiDjwYARdszzxbSD@gmail.com,1,12-10-2020,"create a hash combining firstname, lastname, email"
ulUaZivvVLN,ovIQOYxdzMw,ulUaZivvVLNovIQOYxdzMw@outlook.com,1,12-31-2020,"create a hash combining firstname, lastname, email"
mdqbJcIPjuc,xHUWsdTowUg,mdqbJcIPjucxHUWsdTowUg@outlook.com,0,12-26-2020,"create a hash combining firstname, lastname, email"
SvxkCluDTDk,QqJVoOPfEbg,SvxkCluDTDkQqJVoOPfEbg@yahoo.com,1,12-23-2020,"create a hash combining firstname, lastname, email"
yZCpXzsWoai,lkNTFcQaxOd,yZCpXzsWoailkNTFcQaxOd@yahoo.com,0,12-09-2020,"create a hash combining firstname, lastname, email"
XalHMsyKQuJ,tDNtlJqWqDu,XalHMsyKQuJtDNtlJqWqDu@gmail.com,0,12-08-2020,"create a hash combining firstname, lastname, email"
aYfXKOlBVLi,bSHVRCXSKfC,aYfXKOlBVLibSHVRCXSKfC@yahoo.com,1,12-09-2020,"create a hash combining firstname, lastname, email"
IamYEtykhJj,bWlyhslNyzg,IamYEtykhJjbWlyhslNyzg@gmail.com,0,12-08-2020,"create a hash combining firstname, lastname, email"
spaBbwnqVHt,PanYkcuaAUW,spaBbwnqVHtPanYkcuaAUW@outlook.com,0,12-04-2020,"create a hash combining firstname, lastname, email"
RStffLYdpoy,eivBFHzRayq,RStffLYdpoyeivBFHzRayq@gmail.com,0,12-05-2020,"create a hash combining firstname, lastname, email"
iLDtDGSIkuu,bHdsLNXshgd,iLDtDGSIkuubHdsLNXshgd@yahoo.com,0,12-28-2020,"create a hash combining firstname, lastname, email"
KKVAtVMhWQR,tqgZwMTVYHM,KKVAtVMhWQRtqgZwMTVYHM@gmail.com,0,12-20-2020,"create a hash combining firstname, lastname, email"
yqVgGDVCHKW,gldnSrvcYfq,yqVgGDVCHKWgldnSrvcYfq@yahoo.com,0,12-13-2020,"create a hash combining firstname, lastname, email"
gzWkSzYUiPF,qdzlRPRVnmF,gzWkSzYUiPFqdzlRPRVnmF@gmail.com,1,12-23-2020,"create a hash combining firstname, lastname, email"
gSiErfZNGqS,EEFMLcxDTUe,gSiErfZNGqSEEFMLcxDTUe@gmail.com,0,12-30-2020,"create a hash combining firstname, lastname, email"
YvvoSgryTsT,AdSgLIirZPg,YvvoSgryTsTAdSgLIirZPg@gmail.com,0,12-17-2020,"create a hash combining firstname, lastname, email"
oXbEfunwDUu,fiYgpyaDPHo,oXbEfunwDUufiYgpyaDPHo@gmail.com,0,12-05-2020,"create a hash combining firstname, lastname, email"
VZEZIcRODaV,cznypOxoFsd,VZEZIcRODaVcznypOxoFsd@yahoo.com,1,12-13-2020,"create a hash combining firstname, lastname, email"
jcgcfhsdhjA,DkGmbZCbaPZ,jcgcfhsdhjADkGmbZCbaPZ@outlook.com,1,12-01-2020,"create a hash combining firstname, lastname, email"
iKvxhCaGCeQ,VdtwYvBOpgD,iKvxhCaGCeQVdtwYvBOpgD@gmail.com,1,12-21-2020,"create a hash combining firstname, lastname, email"
lRCJOHIBlxU,fIhyMHKKgMW,lRCJOHIBlxUfIhyMHKKgMW@gmail.com,0,12-03-2020,"create a hash combining firstname, lastname, email"
brYSbvvWLgS,AHpOoTvIByg,brYSbvvWLgSAHpOoTvIByg@outlook.com,0,12-10-2020,"create a hash combining firstname, lastname, email"
VsGUBDJVMDw,NrrqJziskuA,VsGUBDJVMDwNrrqJziskuA@yahoo.com,1,12-29-2020,"create a hash combining firstname, lastname, email"
QtyaztghiLo,UiltLcBwXEx,QtyaztghiLoUiltLcBwXEx@gmail.com,1,12-28-2020,"create a hash combining firstname, lastname, email"
BIiEtdRKQbW,fdXrEHivCKX,BIiEtdRKQbWfdXrEHivCKX@yahoo.com,0,12-06-2020,"create a hash combining firstname, lastname, email"
jbjnnAsObqo,SpYslpAOvsy,jbjnnAsObqoSpYslpAOvsy@gmail.com,1,12-16-2020,"create a hash combining firstname, lastname, email"
AoOQNHYzQAk,SJzNpjyAHII,AoOQNHYzQAkSJzNpjyAHII@yahoo.com,1,12-02-2020,"create a hash combining firstname, lastname, email"
nGtoHWXYJGc,pkxokArSWrU,nGtoHWXYJGcpkxokArSWrU@outlook.com,1,12-08-2020,"create a hash combining firstname, lastname, email"
rOqgVIijIiW,cAKgDdTlSvF,rOqgVIijIiWcAKgDdTlSvF@gmail.com,0,12-16-2020,"create a hash combining firstname, lastname, email"
OrsPfuPbINu,dQCvKFAiuJV,OrsPfuPbINudQCvKFAiuJV@yahoo.com,0,12-03-2020,"create a hash combining firstname, lastname, email"
ueOPbgSMNAt,yGylnJXoWwP,ueOPbgSMNAtyGylnJXoWwP@yahoo.com,1,12-25-2020,"create a hash combining firstname, lastname, email"
etBLtqIQCdK,czHTZztNuaX,etBLtqIQCdKczHTZztNuaX@gmail.com,0,12-14-2020,"create a hash combining firstname, lastname, email"
HUcZYanPhjN,yEgHPefbhqR,HUcZYanPhjNyEgHPefbhqR@yahoo.com,1,12-09-2020,"create a hash combining firstname, lastname, email"
zRvkGPCAfmk,PDjfXDawgMs,zRvkGPCAfmkPDjfXDawgMs@gmail.com,1,12-30-2020,"create a hash combining firstname, lastname, email"
IGTBnsQxLON,flfukKgCLEd,IGTBnsQxLONflfukKgCLEd@outlook.com,0,12-14-2020,"create a hash combining firstname, lastname, email"
QcnUhoOSGGh,kDwtULVWjpN,QcnUhoOSGGhkDwtULVWjpN@gmail.com,1,12-24-2020,"create a hash combining firstname, lastname, email"
xrgeBfLZyuN,EMmJzhHRIct,xrgeBfLZyuNEMmJzhHRIct@gmail.com,1,12-20-2020,"create a hash combining firstname, lastname, email"
kJpDbZJRcQO,CArDFCrlVXL,kJpDbZJRcQOCArDFCrlVXL@outlook.com,0,12-23-2020,"create a hash combining firstname, lastname, email"
RiLbCfEVlmP,jEYDTnNFIqM,RiLbCfEVlmPjEYDTnNFIqM@outlook.com,0,12-19-2020,"create a hash combining firstname, lastname, email"
ldhFEdHTNJY,UkQdIzkVDye,ldhFEdHTNJYUkQdIzkVDye@yahoo.com,1,12-31-2020,"create a hash combining firstname, lastname, email"
nMhPjzsUdZQ,vEGZwMfHRzp,nMhPjzsUdZQvEGZwMfHRzp@outlook.com,0,12-25-2020,"create a hash combining firstname, lastname, email"
vZNqbQNXroM,ZSpTonHylOA,vZNqbQNXroMZSpTonHylOA@gmail.com,1,12-20-2020,"create a hash combining firstname, lastname, email"
EzsEaNobWtR,aQmPakxjHLk,EzsEaNobWtRaQmPakxjHLk@yahoo.com,1,12-23-2020,"create a hash combining firstname, lastname, email"
TkfxViYoxdO,bMJXqBsjwNN,TkfxViYoxdObMJXqBsjwNN@outlook.com,1,12-12-2020,"create a hash combining firstname, lastname, email"
vJRUcbUoJdG,BtKCPanbyOG,vJRUcbUoJdGBtKCPanbyOG@yahoo.com,1,12-27-2020,"create a hash combining firstname, lastname, email"
jdjVefOTLQY,CxIlVWxLrvi,jdjVefOTLQYCxIlVWxLrvi@yahoo.com,1,12-12-2020,"create a hash combining firstname, lastname, email"
FefnDPpScUl,CXpccvyIqVw,FefnDPpScUlCXpccvyIqVw@gmail.com,0,12-26-2020,"create a hash combining firstname, lastname, email"
WeejuexvIod,SwGBnOeKxqy,WeejuexvIodSwGBnOeKxqy@yahoo.com,1,12-29-2020,"create a hash combining firstname, lastname, email"
PiADhecveap,aUgmUODIhTw,PiADhecveapaUgmUODIhTw@gmail.com,1,12-06-2020,"create a hash combining firstname, lastname, email"
ADIZkuQCzby,DcgCkabEUQb,ADIZkuQCzbyDcgCkabEUQb@yahoo.com,0,12-14-2020,"create a hash combining firstname, lastname, email"
kKApbgcPguu,UALiAvUtEDh,kKApbgcPguuUALiAvUtEDh@gmail.com,1,12-18-2020,"create a hash combining firstname, lastname, email"
LjUSdsIWoLV,FmBbjsaTdDx,LjUSdsIWoLVFmBbjsaTdDx@yahoo.com,0,12-28-2020,"create a hash combining firstname, lastname, email"
ncZKmFsYZnN,zImcPfpmcRN,ncZKmFsYZnNzImcPfpmcRN@outlook.com,1,12-23-2020,"create a hash combining firstname, lastname, email"
DNoObxBjAVX,vdpWEPFhItF,DNoObxBjAVXvdpWEPFhItF@outlook.com,0,12-05-2020,"create a hash combining firstname, lastname, email"
PQWsPohArEH,WeohKBhgKOM,PQWsPohArEHWeohKBhgKOM@gmail.com,1,12-06-2020,"create a hash combining firstname, lastname, email"
ugbFxPGDrhg,VQcgVyznoQE,ugbFxPGDrhgVQcgVyznoQE@yahoo.com,0,12-14-2020,"create a hash combining firstname, lastname, email"
xcNNSbBywyC,BjXFZFXDGJf,xcNNSbBywyCBjXFZFXDGJf@yahoo.com,0,12-02-2020,"create a hash combining firstname, lastname, email"
AQhPFkOYkwI,tyVjWAWIYdn,AQhPFkOYkwItyVjWAWIYdn@yahoo.com,1,12-31-2020,"create a hash combining firstname, lastname, email"
usDjtWjbtWp,WqNCOcDrCmM,usDjtWjbtWpWqNCOcDrCmM@yahoo.com,0,12-10-2020,"create a hash combining firstname, lastname, email"
JvjQkVTBKUt,XykkzbLjUZW,JvjQkVTBKUtXykkzbLjUZW@gmail.com,0,12-26-2020,"create a hash combining firstname, lastname, email"
JDiZZTdqRwX,lWxwcbrbfxZ,JDiZZTdqRwXlWxwcbrbfxZ@gmail.com,1,12-16-2020,"create a hash combining firstname, lastname, email"
yBzCkGBIkxh,qJeZjpzQfmp,yBzCkGBIkxhqJeZjpzQfmp@gmail.com,0,12-30-2020,"create a hash combining firstname, lastname, email"
ifgQfWlkgIS,OJybqmLNool,ifgQfWlkgISOJybqmLNool@yahoo.com,0,12-27-2020,"create a hash combining firstname, lastname, email"
HhtOHFtXyIp,HHzMldZBnsY,HhtOHFtXyIpHHzMldZBnsY@outlook.com,1,12-28-2020,"create a hash combining firstname, lastname, email"
hXksSKUrKLS,MwVlWWsEjEC,hXksSKUrKLSMwVlWWsEjEC@outlook.com,0,12-16-2020,"create a hash combining firstname, lastname, email"
OpWefVXQQXG,pTTaSXIdRqq,OpWefVXQQXGpTTaSXIdRqq@outlook.com,1,12-26-2020,"create a hash combining firstname, lastname, email"
orSTVQZfSKV,hoQEImPMrCT,orSTVQZfSKVhoQEImPMrCT@gmail.com,0,12-22-2020,"create a hash combining firstname, lastname, email"
ZuACGiQSUSm,AWdJAyadjtP,ZuACGiQSUSmAWdJAyadjtP@gmail.com,1,12-29-2020,"create a hash combining firstname, lastname, email"
qJLqARUdjlY,wEAZlOFsrxD,qJLqARUdjlYwEAZlOFsrxD@yahoo.com,1,12-06-2020,"create a hash combining firstname, lastname, email"
ESoaJBkEMii,pFFBcJvmiwg,ESoaJBkEMiipFFBcJvmiwg@outlook.com,1,12-18-2020,"create a hash combining firstname, lastname, email"
PEOrcIPARaL,CuXXUvtSOgE,PEOrcIPARaLCuXXUvtSOgE@yahoo.com,0,12-23-2020,"create a hash combining firstname, lastname, email"
DVJGTihqsrd,oyquOvFpGTN,DVJGTihqsrdoyquOvFpGTN@gmail.com,1,12-11-2020,"create a hash combining firstname, lastname, email"
zNzneMbgnzL,hYusqlyjCua,zNzneMbgnzLhYusqlyjCua@gmail.com,0,12-21-2020,"create a hash combining firstname, lastname, email"
UUMbelirtVE,OFtxYhvJTzZ,UUMbelirtVEOFtxYhvJTzZ@yahoo.com,0,12-17-2020,"create a hash combining firstname, lastname, email"
uolHTwDoUym,mHmFWFxQLeE,uolHTwDoUymmHmFWFxQLeE@gmail.com,1,12-22-2020,"create a hash combining firstname, lastname, email"
ymEkpCehEbF,XpuEUEcSgGO,ymEkpCehEbFXpuEUEcSgGO@outlook.com,1,12-13-2020,"create a hash combining firstname, lastname, email"
ZlyCagDOKZj,CbRcpKNsXHi,ZlyCagDOKZjCbRcpKNsXHi@yahoo.com,0,12-25-2020,"create a hash combining firstname, lastname, email"
mNdnoOddIHB,BxjuhQYUsWI,mNdnoOddIHBBxjuhQYUsWI@yahoo.com,1,12-17-2020,"create a hash combining firstname, lastname, email"
pfzXFroyvgo,VGtolUFtHCH,pfzXFroyvgoVGtolUFtHCH@outlook.com,1,12-31-2020,"create a hash combining firstname, lastname, email"
tRIymvUgSwV,halyFKcpJeU,tRIymvUgSwVhalyFKcpJeU@yahoo.com,1,12-04-2020,"create a hash combining firstname, lastname, email"
BtanOzOAngx,UhUNWuOYbzn,BtanOzOAngxUhUNWuOYbzn@gmail.com,0,12-07-2020,"create a hash combining firstname, lastname, email"
mSfYYhBgeSP,ZguSYVsxEiu,mSfYYhBgeSPZguSYVsxEiu@yahoo.com,1,12-06-2020,"create a hash combining firstname, lastname, email"
PTkRhsVwLfs,eHOijapAIDr,PTkRhsVwLfseHOijapAIDr@yahoo.com,1,12-11-2020,"create a hash combining firstname, lastname, email"
LHqMUVitfWv,wFsVHgSNBUD,LHqMUVitfWvwFsVHgSNBUD@outlook.com,1,12-20-2020,"create a hash combining firstname, lastname, email"
OHljXqxGJGQ,BNiwNGRvqJP,OHljXqxGJGQBNiwNGRvqJP@yahoo.com,1,12-26-2020,"create a hash combining firstname, lastname, email"
SpLAUiZdnCa,mVpqAkwqYGd,SpLAUiZdnCamVpqAkwqYGd@gmail.com,0,12-17-2020,"create a hash combining firstname, lastname, email"
qwCTCMDMQNe,LaDNFqTzRhj,qwCTCMDMQNeLaDNFqTzRhj@gmail.com,0,12-24-2020,"create a hash combining firstname, lastname, email"
yvTpqJpxqLC,oggswOQFvZP,yvTpqJpxqLCoggswOQFvZP@yahoo.com,1,12-10-2020,"create a hash combining firstname, lastname, email"
qfNSCxPOSue,WzmpuMBssJn,qfNSCxPOSueWzmpuMBssJn@yahoo.com,1,12-19-2020,"create a hash combining firstname, lastname, email"
BqeEVHoBVME,oObHWUQqyPs,BqeEVHoBVMEoObHWUQqyPs@yahoo.com,1,12-30-2020,"create a hash combining firstname, lastname, email"
sMQWAEHgMtR,TPjLPcNROeS,sMQWAEHgMtRTPjLPcNROeS@yahoo.com,0,12-31-2020,"create a hash combining firstname, lastname, email"
RHEOBtTOwaR,DbWVsFxUEcO,RHEOBtTOwaRDbWVsFxUEcO@gmail.com,0,12-19-2020,"create a hash combining firstname, lastname, email"
cyhmohNzCrV,rYfULxWLtcf,cyhmohNzCrVrYfULxWLtcf@yahoo.com,0,12-30-2020,"create a hash combining firstname, lastname, email"
CWJnmBzLGYw,aOMwYTYFhdt,CWJnmBzLGYwaOMwYTYFhdt@outlook.com,1,12-12-2020,"create a hash combining firstname, lastname, email"
zZllyUNErjf,qlbcGOTYirw,zZllyUNErjfqlbcGOTYirw@yahoo.com,1,12-02-2020,"create a hash combining firstname, lastname, email"
EEJhqqGHcbG,rsMJcFdazyE,EEJhqqGHcbGrsMJcFdazyE@outlook.com,0,12-09-2020,"create a hash combining firstname, lastname, email"
wHyyuUZfCqx,fzFqvbYyusW,wHyyuUZfCqxfzFqvbYyusW@yahoo.com,1,12-29-2020,"create a hash combining firstname, lastname, email"
htEKMKfPONS,GGqcZjFHRMW,htEKMKfPONSGGqcZjFHRMW@gmail.com,0,12-11-2020,"create a hash combining firstname, lastname, email"
vArwJBqwRKV,JUMuTEneqdD,vArwJBqwRKVJUMuTEneqdD@gmail.com,1,12-27-2020,"create a hash combining firstname, lastname, email"
wCUgOydtuvr,RYRXUNysqwH,wCUgOydtuvrRYRXUNysqwH@yahoo.com,0,12-11-2020,"create a hash combining firstname, lastname, email"
SsQGgXvUiNt,zkrZbiRwtRL,SsQGgXvUiNtzkrZbiRwtRL@outlook.com,1,12-11-2020,"create a hash combining firstname, lastname, email"
mCAdaaEtcJV,ReOqPsAtjrn,mCAdaaEtcJVReOqPsAtjrn@gmail.com,1,12-27-2020,"create a hash combining firstname, lastname, email"
YLWnfINLZos,CtSIpeaxlNT,YLWnfINLZosCtSIpeaxlNT@gmail.com,0,12-04-2020,"create a hash combining firstname, lastname, email"
sTdsioujZCL,rtSSIpDzXMX,sTdsioujZCLrtSSIpDzXMX@gmail.com,1,12-27-2020,"create a hash combining firstname, lastname, email"
TjCDZEEylpO,QtKjayJAtSf,TjCDZEEylpOQtKjayJAtSf@outlook.com,0,12-08-2020,"create a hash combining firstname, lastname, email"
XuacRyEQmkd,NXGogJguVFP,XuacRyEQmkdNXGogJguVFP@outlook.com,1,12-27-2020,"create a hash combining firstname, lastname, email"
anxFuCjwkGs,bGXUdiUrnME,anxFuCjwkGsbGXUdiUrnME@gmail.com,1,12-11-2020,"create a hash combining firstname, lastname, email"
fcCaITgYJAd,ndsQSyavXQj,fcCaITgYJAdndsQSyavXQj@outlook.com,1,12-31-2020,"create a hash combining firstname, lastname, email"
BovfwanapbI,UPsYLwrvpyZ,BovfwanapbIUPsYLwrvpyZ@yahoo.com,0,12-25-2020,"create a hash combining firstname, lastname, email"
BxhgrnaOoEI,wjFMSzrcCzK,BxhgrnaOoEIwjFMSzrcCzK@yahoo.com,0,12-09-2020,"create a hash combining firstname, lastname, email"
INABsvZKyRb,jJKrHardwyO,INABsvZKyRbjJKrHardwyO@yahoo.com,0,12-30-2020,"create a hash combining firstname, lastname, email"
qtZHVKaHdHE,pzDCvXyJXmu,qtZHVKaHdHEpzDCvXyJXmu@outlook.com,1,12-17-2020,"create a hash combining firstname, lastname, email"
eUTzAcPjGCG,HNxIwiOSpFJ,eUTzAcPjGCGHNxIwiOSpFJ@outlook.com,0,12-25-2020,"create a hash combining firstname, lastname, email"
VQqusaMSVex,ZTBJiHFoVuQ,VQqusaMSVexZTBJiHFoVuQ@yahoo.com,0,12-27-2020,"create a hash combining firstname, lastname, email"
NseiEHPeluP,BItLQDdmOyZ,NseiEHPeluPBItLQDdmOyZ@outlook.com,1,12-19-2020,"create a hash combining firstname, lastname, email"
EydvjCGhxWS,drdbXXijenX,EydvjCGhxWSdrdbXXijenX@gmail.com,1,12-16-2020,"create a hash combining firstname, lastname, email"
nJWElembbBT,uuXDpTdCEkY,nJWElembbBTuuXDpTdCEkY@gmail.com,0,12-20-2020,"create a hash combining firstname, lastname, email"
jakrCaTYWKu,xshRqMSQBDH,jakrCaTYWKuxshRqMSQBDH@outlook.com,1,12-18-2020,"create a hash combining firstname, lastname, email"
cTfTPRMmlsG,DgLpKlwxjqF,cTfTPRMmlsGDgLpKlwxjqF@outlook.com,0,12-18-2020,"create a hash combining firstname, lastname, email"
